State,State Abbreviation,Region,Division,Date,House Price Index,Household Income,Income Range,GDP,Population
North Dakota,ND,Midwest,West North Central,2022-01-01,425.3,78720,Mid-high Income,72651300000,778912
Ohio,OH,Midwest,East North Central,1997-01-01,192.29,36130,Mid-high Income,343513700000,11212498
Ohio,OH,Midwest,East North Central,1998-01-01,201.26,38930,Mid-high Income,361479300000,11237752
Ohio,OH,Midwest,East North Central,1999-01-01,210.04,39490,Mid-high Income,375797200000,11256654
Ohio,OH,Midwest,East North Central,2000-01-01,216.14,42960,Mid-high Income,391032300000,11363543
Ohio,OH,Midwest,East North Central,2001-01-01,228.54,41790,Mid-high Income,395864200000,11387404
Ohio,OH,Midwest,East North Central,2002-01-01,236.94,42680,Mid-high Income,411191100000,11407889
Ohio,OH,Midwest,East North Central,2003-01-01,244.27,43520,Mid-high Income,425530700000,11434788
Ohio,OH,Midwest,East North Central,2004-01-01,253.0,43060,Mid-low Income,447813300000,11452251
Ohio,OH,Midwest,East North Central,2005-01-01,262.4,44200,Mid-low Income,470179500000,11463320
Ohio,OH,Midwest,East North Central,2006-01-01,267.33,45900,Mid-low Income,482904000000,11481213
Ohio,OH,Midwest,East North Central,2007-01-01,266.76,49100,Mid-high Income,497600100000,11500468
Ohio,OH,Midwest,East North Central,2008-01-01,263.35,46930,Mid-low Income,500916400000,11515391
Ohio,OH,Midwest,East North Central,2009-01-01,258.03,45880,Mid-low Income,484407100000,11528896
Ohio,OH,Midwest,East North Central,2010-01-01,243.95,45890,Mid-low Income,500274200000,11539449
Ohio,OH,Midwest,East North Central,2011-01-01,236.85,44650,Low Income,525456400000,11545735
Ohio,OH,Midwest,East North Central,2012-01-01,234.09,44380,Low Income,543035400000,11550971
Ohio,OH,Midwest,East North Central,2013-01-01,233.53,50750,Mid-low Income,566419900000,11579692
Ohio,OH,Midwest,East North Central,2014-01-01,235.43,49640,Mid-low Income,597152300000,11606573
Ohio,OH,Midwest,East North Central,2015-01-01,245.72,53300,Mid-low Income,615275500000,11622315
Ohio,OH,Midwest,East North Central,2016-01-01,254.05,53990,Mid-low Income,627294700000,11640060
Ohio,OH,Midwest,East North Central,2017-01-01,264.69,60690,Mid-high Income,652187500000,11665706
Ohio,OH,Midwest,East North Central,2018-01-01,280.41,61630,Mid-low Income,672540100000,11680892
Ohio,OH,Midwest,East North Central,2019-01-01,294.39,64660,Mid-low Income,703127800000,11696507
Ohio,OH,Midwest,East North Central,2020-01-01,312.5,60380,Mid-low Income,692121900000,11798292
Ohio,OH,Midwest,East North Central,2021-01-01,336.78,62690,Low Income,759626200000,11765227
Ohio,OH,Midwest,East North Central,2022-01-01,392.43,67520,Mid-low Income,825990000000,11759697
Oklahoma,OK,South,West South Central,1997-01-01,128.08,31350,Low Income,79293700000,3314259
Oklahoma,OK,South,West South Central,1998-01-01,133.99,33730,Low Income,81778600000,3339478
Oklahoma,OK,South,West South Central,1999-01-01,139.35,32680,Low Income,84785600000,3358044
Oklahoma,OK,South,West South Central,2000-01-01,144.28,32430,Low Income,91645700000,3454365
Oklahoma,OK,South,West South Central,2001-01-01,152.8,35610,Low Income,97505300000,3467100
Oklahoma,OK,South,West South Central,2002-01-01,158.59,36460,Low Income,99916900000,3489080
Oklahoma,OK,South,West South Central,2003-01-01,165.25,35900,Low Income,106175100000,3504892
Oklahoma,OK,South,West South Central,2004-01-01,172.14,39610,Low Income,114237500000,3525233
Oklahoma,OK,South,West South Central,2005-01-01,179.29,37650,Low Income,125961400000,3548597
Oklahoma,OK,South,West South Central,2006-01-01,189.02,38840,Low Income,138352300000,3594090
Oklahoma,OK,South,West South Central,2007-01-01,198.13,43220,Low Income,146582400000,3634349
Oklahoma,OK,South,West South Central,2008-01-01,204.41,46110,Mid-low Income,161609000000,3668976
Oklahoma,OK,South,West South Central,2009-01-01,207.36,45880,Mid-low Income,147332400000,3717572
Oklahoma,OK,South,West South Central,2010-01-01,203.41,43100,Low Income,155267500000,3760014
Oklahoma,OK,South,West South Central,2011-01-01,200.46,48460,Mid-low Income,167207900000,3788824
Oklahoma,OK,South,West South Central,2012-01-01,202.93,48410,Mid-low Income,175361200000,3819320
Oklahoma,OK,South,West South Central,2013-01-01,205.62,46160,Low Income,184104600000,3853891
Oklahoma,OK,South,West South Central,2014-01-01,210.38,47200,Low Income,197074100000,3879187
Oklahoma,OK,South,West South Central,2015-01-01,217.62,47080,Low Income,187364700000,3910518
Oklahoma,OK,South,West South Central,2016-01-01,224.5,50940,Low Income,182238800000,3928143
Oklahoma,OK,South,West South Central,2017-01-01,231.88,51880,Low Income,192538600000,3933602
Oklahoma,OK,South,West South Central,2018-01-01,237.63,54430,Low Income,204193900000,3943488
Oklahoma,OK,South,West South Central,2019-01-01,246.36,59400,Low Income,205262600000,3960676
Oklahoma,OK,South,West South Central,2020-01-01,258.26,52470,Low Income,191653500000,3965234
Oklahoma,OK,South,West South Central,2021-01-01,274.06,60100,Low Income,217730800000,3991634
Oklahoma,OK,South,West South Central,2022-01-01,321.97,63440,Low Income,242738500000,4019271
Oregon,OR,West,Pacific,1997-01-01,221.26,37250,Mid-high Income,101418200000,3243254
Oregon,OR,West,Pacific,1998-01-01,234.78,39070,Mid-high Income,105016400000,3282055
Oregon,OR,West,Pacific,1999-01-01,241.81,40620,Mid-high Income,107513200000,3316154
Oregon,OR,West,Pacific,2000-01-01,247.4,42500,Mid-high Income,117057200000,3429708
Oregon,OR,West,Pacific,2001-01-01,261.01,41270,Mid-low Income,117002400000,3467937
Oregon,OR,West,Pacific,2002-01-01,271.56,41800,Mid-low Income,120556100000,3513424
Oregon,OR,West,Pacific,2003-01-01,283.28,41640,Mid-low Income,126822100000,3547376
Oregon,OR,West,Pacific,2004-01-01,301.06,40990,Mid-low Income,136495900000,3569463
Oregon,OR,West,Pacific,2005-01-01,341.41,44160,Mid-low Income,143556300000,3613202
Oregon,OR,West,Pacific,2006-01-01,410.41,47090,Mid-low Income,153779600000,3670883
Oregon,OR,West,Pacific,2007-01-01,451.61,50240,Mid-high Income,159676200000,3722417
Oregon,OR,West,Pacific,2008-01-01,453.4,51730,Mid-high Income,164122900000,3768748
Oregon,OR,West,Pacific,2009-01-01,422.02,49100,Mid-high Income,159330400000,3808600
Oregon,OR,West,Pacific,2010-01-01,377.77,50600,Mid-high Income,163150500000,3837614
Oregon,OR,West,Pacific,2011-01-01,351.52,51530,Mid-high Income,169693800000,3872672
Oregon,OR,West,Pacific,2012-01-01,341.62,51780,Mid-high Income,173856800000,3900102
Oregon,OR,West,Pacific,2013-01-01,353.73,49000,Mid-low Income,178975400000,3924110
Oregon,OR,West,Pacific,2014-01-01,383.63,58880,Mid-high Income,187837600000,3965447
Oregon,OR,West,Pacific,2015-01-01,413.79,60830,Mid-high Income,200592600000,4018542
Oregon,OR,West,Pacific,2016-01-01,458.17,59140,Mid-high Income,211782400000,4093271
Oregon,OR,West,Pacific,2017-01-01,502.23,62500,Mid-high Income,225534500000,4147294
Oregon,OR,West,Pacific,2018-01-01,537.73,69170,Mid-high Income,238466900000,4183537
Oregon,OR,West,Pacific,2019-01-01,564.7,74410,Mid-high Income,248939800000,4216116
Oregon,OR,West,Pacific,2020-01-01,592.13,76860,Mid-high Income,251855800000,4245044
Oregon,OR,West,Pacific,2021-01-01,647.62,81860,High Income,275444000000,4256465
Oregon,OR,West,Pacific,2022-01-01,776.76,86780,High Income,297308900000,4239379
Pennsylvania,PA,Northeast,Middle Atlantic,1997-01-01,216.01,37520,Mid-high Income,357525600000,12015888
Pennsylvania,PA,Northeast,Middle Atlantic,1998-01-01,223.8,39020,Mid-high Income,373515000000,12002329
Pennsylvania,PA,Northeast,Middle Atlantic,1999-01-01,229.67,37760,Mid-low Income,391136100000,11994016
Pennsylvania,PA,Northeast,Middle Atlantic,2000-01-01,234.68,42180,Mid-high Income,409330200000,12284173
Pennsylvania,PA,Northeast,Middle Atlantic,2001-01-01,249.79,43500,Mid-high Income,428463700000,12298970
Pennsylvania,PA,Northeast,Middle Atlantic,2002-01-01,264.42,42500,Mid-high Income,440887500000,12331031
Pennsylvania,PA,Northeast,Middle Atlantic,2003-01-01,282.56,42930,Mid-high Income,460478300000,12374658
Pennsylvania,PA,Northeast,Middle Atlantic,2004-01-01,306.07,44110,Mid-high Income,486384500000,12410722
Pennsylvania,PA,Northeast,Middle Atlantic,2005-01-01,341.28,46300,Mid-high Income,510763900000,12449990
Pennsylvania,PA,Northeast,Middle Atlantic,2006-01-01,378.79,48480,Mid-high Income,528771199999,12510809
Pennsylvania,PA,Northeast,Middle Atlantic,2007-01-01,395.35,48440,Mid-low Income,563238600000,12563937
Pennsylvania,PA,Northeast,Middle Atlantic,2008-01-01,399.79,51400,Mid-high Income,586886600000,12612285
Pennsylvania,PA,Northeast,Middle Atlantic,2009-01-01,391.37,48170,Mid-low Income,581219900000,12666858
Pennsylvania,PA,Northeast,Middle Atlantic,2010-01-01,374.5,48310,Mid-low Income,604629600000,12711406
Pennsylvania,PA,Northeast,Middle Atlantic,2011-01-01,370.23,49910,Mid-high Income,623767900000,12747052
Pennsylvania,PA,Northeast,Middle Atlantic,2012-01-01,364.0,51900,Mid-high Income,646434300000,12769123
Pennsylvania,PA,Northeast,Middle Atlantic,2013-01-01,365.45,55160,Mid-high Income,670767400000,12779538
Pennsylvania,PA,Northeast,Middle Atlantic,2014-01-01,367.32,55170,Mid-high Income,695546600000,12792392
Pennsylvania,PA,Northeast,Middle Atlantic,2015-01-01,379.51,60390,Mid-high Income,716534300000,12789838
Pennsylvania,PA,Northeast,Middle Atlantic,2016-01-01,385.75,60980,Mid-high Income,733165900000,12788468
Pennsylvania,PA,Northeast,Middle Atlantic,2017-01-01,397.65,61290,Mid-high Income,754318000000,12794679
Pennsylvania,PA,Northeast,Middle Atlantic,2018-01-01,415.6,64520,Mid-high Income,780620700000,12809107
Pennsylvania,PA,Northeast,Middle Atlantic,2019-01-01,430.16,70580,Mid-high Income,803078000000,12798883
Pennsylvania,PA,Northeast,Middle Atlantic,2020-01-01,452.93,70790,Mid-high Income,777427100000,12995477
Pennsylvania,PA,Northeast,Middle Atlantic,2021-01-01,485.99,72630,Mid-high Income,844391600000,13013614
Pennsylvania,PA,Northeast,Middle Atlantic,2022-01-01,559.06,72210,Mid-low Income,911813300000,12972091
Rhode Island,RI,Northeast,New England,1997-01-01,239.31,34800,Mid-low Income,28963200000,986966
Rhode Island,RI,Northeast,New England,1998-01-01,249.58,40690,Mid-high Income,30835300000,987704
Rhode Island,RI,Northeast,New England,1999-01-01,255.67,42720,Mid-high Income,32340000000,990819
Rhode Island,RI,Northeast,New England,2000-01-01,276.71,42200,Mid-high Income,34608500000,1050268
Rhode Island,RI,Northeast,New England,2001-01-01,305.5,45720,Mid-high Income,35940100000,1057142
Rhode Island,RI,Northeast,New England,2002-01-01,348.05,42420,Mid-high Income,37891200000,1065995
Rhode Island,RI,Northeast,New England,2003-01-01,402.53,44710,Mid-high Income,39787100000,1071342
Rhode Island,RI,Northeast,New England,2004-01-01,468.26,47940,Mid-high Income,42578200000,1074579
Rhode Island,RI,Northeast,New England,2005-01-01,548.5,49480,Mid-high Income,44413300000,1067916
Rhode Island,RI,Northeast,New England,2006-01-01,597.94,53740,Mid-high Income,47165300000,1063096
Rhode Island,RI,Northeast,New England,2007-01-01,595.88,54210,Mid-high Income,47490100000,1057315
Rhode Island,RI,Northeast,New England,2008-01-01,565.03,53240,Mid-high Income,47138900000,1055003
Rhode Island,RI,Northeast,New England,2009-01-01,514.54,51630,Mid-high Income,47647200000,1053646
Rhode Island,RI,Northeast,New England,2010-01-01,471.63,51620,Mid-high Income,49409100000,1053994
Rhode Island,RI,Northeast,New England,2011-01-01,459.61,49030,Mid-low Income,50123700000,1053829
Rhode Island,RI,Northeast,New England,2012-01-01,440.93,56070,Mid-high Income,51527500000,1054893
Rhode Island,RI,Northeast,New England,2013-01-01,434.8,56320,Mid-high Income,52994200000,1055560
Rhode Island,RI,Northeast,New England,2014-01-01,435.6,58630,Mid-high Income,54612500000,1056511
Rhode Island,RI,Northeast,New England,2015-01-01,457.98,55700,Mid-low Income,56604000000,1056886
Rhode Island,RI,Northeast,New England,2016-01-01,473.53,61530,Mid-high Income,57714600000,1057816
Rhode Island,RI,Northeast,New England,2017-01-01,502.64,65400,Mid-high Income,58771600000,1056554
Rhode Island,RI,Northeast,New England,2018-01-01,538.59,62270,Mid-low Income,60064900000,1059338
Rhode Island,RI,Northeast,New England,2019-01-01,559.9,70150,Mid-high Income,62526900000,1058158
Rhode Island,RI,Northeast,New England,2020-01-01,589.34,80180,High Income,62054200000,1096444
Rhode Island,RI,Northeast,New England,2021-01-01,644.01,74980,Mid-high Income,67236700000,1097092
Rhode Island,RI,Northeast,New England,2022-01-01,768.3,80650,Mid-high Income,72771400000,1093842
South Carolina,SC,South,South Atlantic,1997-01-01,199.52,34260,Mid-low Income,97453800000,3790066
South Carolina,SC,South,South Atlantic,1998-01-01,211.19,33270,Low Income,103688600000,3839578
South Carolina,SC,South,South Atlantic,1999-01-01,222.46,36460,Mid-low Income,110312900000,3885736
South Carolina,SC,South,South Atlantic,2000-01-01,232.13,37570,Mid-low Income,115332700000,4024223
South Carolina,SC,South,South Atlantic,2001-01-01,247.23,37740,Low Income,119355200000,4064995
South Carolina,SC,South,South Atlantic,2002-01-01,256.34,37810,Mid-low Income,124765200000,4107795
South Carolina,SC,South,South Atlantic,2003-01-01,265.51,38480,Low Income,131509100000,4150296
South Carolina,SC,South,South Atlantic,2004-01-01,275.43,38690,Low Income,136679900000,4210921
South Carolina,SC,South,South Atlantic,2005-01-01,293.36,40230,Low Income,145195800000,4270150
South Carolina,SC,South,South Atlantic,2006-01-01,317.08,39620,Low Income,153453400000,4357847
South Carolina,SC,South,South Atlantic,2007-01-01,337.29,44210,Low Income,162476300000,4444110
South Carolina,SC,South,South Atlantic,2008-01-01,346.32,42160,Low Income,164471200000,4528996
South Carolina,SC,South,South Atlantic,2009-01-01,343.44,41100,Low Income,162380400000,4589872
South Carolina,SC,South,South Atlantic,2010-01-01,321.09,41700,Low Income,166767400000,4635846
South Carolina,SC,South,South Atlantic,2011-01-01,309.67,40080,Low Income,172844700000,4672655
South Carolina,SC,South,South Atlantic,2012-01-01,302.67,44400,Low Income,178503900000,4719027
South Carolina,SC,South,South Atlantic,2013-01-01,303.1,43560,Low Income,186268300000,4766469
South Carolina,SC,South,South Atlantic,2014-01-01,304.86,44930,Low Income,195744400000,4826858
South Carolina,SC,South,South Atlantic,2015-01-01,321.71,46360,Low Income,207510000000,4896006
South Carolina,SC,South,South Atlantic,2016-01-01,334.94,54340,Mid-low Income,217555500000,4963031
South Carolina,SC,South,South Atlantic,2017-01-01,353.22,54540,Low Income,224937600000,5027102
South Carolina,SC,South,South Atlantic,2018-01-01,376.39,57440,Low Income,236561700000,5091702
South Carolina,SC,South,South Atlantic,2019-01-01,393.17,62030,Mid-low Income,248046500000,5157702
South Carolina,SC,South,South Atlantic,2020-01-01,416.59,60340,Low Income,249482200000,5132151
South Carolina,SC,South,South Atlantic,2021-01-01,445.79,62540,Low Income,271494500000,5193848
South Carolina,SC,South,South Atlantic,2022-01-01,545.05,61770,Low Income,297546300000,5282955
South Dakota,SD,Midwest,West North Central,1997-01-01,176.83,29690,Low Income,19062300000,730855
South Dakota,SD,Midwest,West North Central,1998-01-01,186.74,32790,Low Income,20257800000,730789
South Dakota,SD,Midwest,West North Central,1999-01-01,191.87,35830,Low Income,21181800000,733133
South Dakota,SD,Midwest,West North Central,2000-01-01,197.57,36480,Low Income,22866700000,755844
South Dakota,SD,Midwest,West North Central,2001-01-01,209.3,39670,Mid-low Income,23626900000,757972
South Dakota,SD,Midwest,West North Central,2002-01-01,218.07,37870,Mid-low Income,26343500000,760020
South Dakota,SD,Midwest,West North Central,2003-01-01,227.02,39520,Mid-low Income,27305000000,763729
South Dakota,SD,Midwest,West North Central,2004-01-01,237.84,41110,Mid-low Income,29380900000,770396
South Dakota,SD,Midwest,West North Central,2005-01-01,253.94,43150,Mid-low Income,31104300000,775493
South Dakota,SD,Midwest,West North Central,2006-01-01,267.98,45430,Mid-low Income,32559300000,783033
South Dakota,SD,Midwest,West North Central,2007-01-01,280.96,46420,Mid-low Income,35282600000,791623
South Dakota,SD,Midwest,West North Central,2008-01-01,291.17,51600,Mid-high Income,36939300000,799124
South Dakota,SD,Midwest,West North Central,2009-01-01,296.0,45830,Mid-low Income,36732100000,807067
South Dakota,SD,Midwest,West North Central,2010-01-01,288.34,45350,Mid-low Income,38208200000,816193
South Dakota,SD,Midwest,West North Central,2011-01-01,291.11,47220,Mid-low Income,42082700000,823740
South Dakota,SD,Midwest,West North Central,2012-01-01,293.16,49420,Mid-low Income,44127300000,833859
South Dakota,SD,Midwest,West North Central,2013-01-01,303.0,53410,Mid-high Income,45498600000,842751
South Dakota,SD,Midwest,West North Central,2014-01-01,309.31,53050,Mid-low Income,47159900000,849670
South Dakota,SD,Midwest,West North Central,2015-01-01,323.02,55070,Mid-low Income,48678900000,854663
South Dakota,SD,Midwest,West North Central,2016-01-01,337.19,57450,Mid-low Income,49842600000,863693
South Dakota,SD,Midwest,West North Central,2017-01-01,351.71,56910,Mid-low Income,51615100000,873732
South Dakota,SD,Midwest,West North Central,2018-01-01,370.21,59460,Mid-low Income,53349500000,879386
South Dakota,SD,Midwest,West North Central,2019-01-01,385.36,64260,Mid-low Income,55007400000,887127
South Dakota,SD,Midwest,West North Central,2020-01-01,406.23,70190,Mid-high Income,56162900000,887852
South Dakota,SD,Midwest,West North Central,2021-01-01,429.52,73890,Mid-high Income,62607100000,896299
South Dakota,SD,Midwest,West North Central,2022-01-01,518.84,67180,Low Income,68781700000,909869
Tennessee,TN,South,East South Central,1997-01-01,190.95,30640,Low Income,154861900000,5378433
Tennessee,TN,South,East South Central,1998-01-01,201.23,34090,Low Income,167783000000,5432679
Tennessee,TN,South,East South Central,1999-01-01,209.51,36520,Mid-low Income,176467200000,5483535
Tennessee,TN,South,East South Central,2000-01-01,213.98,34100,Low Income,182209700000,5703719
Tennessee,TN,South,East South Central,2001-01-01,224.7,35780,Low Income,185917200000,5750789
Tennessee,TN,South,East South Central,2002-01-01,231.01,37030,Low Income,195386100000,5795918
Tennessee,TN,South,East South Central,2003-01-01,238.46,37520,Low Income,204665900000,5847812
Tennessee,TN,South,East South Central,2004-01-01,246.67,38070,Low Income,219862400000,5910809
Tennessee,TN,South,East South Central,2005-01-01,259.64,39410,Low Income,231339000000,5991057
Tennessee,TN,South,East South Central,2006-01-01,279.48,40690,Low Income,243104400000,6088766
Tennessee,TN,South,East South Central,2007-01-01,296.6,41200,Low Income,248261600000,6175727
Tennessee,TN,South,East South Central,2008-01-01,303.85,39700,Low Income,255546700000,6247411
Tennessee,TN,South,East South Central,2009-01-01,302.1,40520,Low Income,252940700000,6306019
Tennessee,TN,South,East South Central,2010-01-01,286.57,38590,Low Income,258657600000,6355518
Tennessee,TN,South,East South Central,2011-01-01,280.39,42280,Low Income,270055000000,6400298
Tennessee,TN,South,East South Central,2012-01-01,278.31,43000,Low Income,285897500000,6455752
Tennessee,TN,South,East South Central,2013-01-01,280.95,43360,Low Income,296756300000,6496943
Tennessee,TN,South,East South Central,2014-01-01,287.12,43720,Low Income,307448500000,6544617
Tennessee,TN,South,East South Central,2015-01-01,302.23,47330,Low Income,326382500000,6595354
Tennessee,TN,South,East South Central,2016-01-01,318.18,51340,Low Income,339350200000,6651277
Tennessee,TN,South,East South Central,2017-01-01,338.31,55310,Low Income,355417500000,6714748
Tennessee,TN,South,East South Central,2018-01-01,363.96,56060,Low Income,369713200000,6778180
Tennessee,TN,South,East South Central,2019-01-01,385.4,56630,Low Income,385819500000,6830325
Tennessee,TN,South,East South Central,2020-01-01,409.59,54980,Low Income,390172600000,6926091
Tennessee,TN,South,East South Central,2021-01-01,445.8,62170,Low Income,438180000000,6963709
Tennessee,TN,South,East South Central,2022-01-01,558.95,65380,Low Income,485657500000,7048976
Texas,TX,South,West South Central,1997-01-01,136.85,35080,Mid-low Income,610659800000,19355427
Texas,TX,South,West South Central,1998-01-01,143.07,35780,Mid-low Income,648243100000,19712389
Texas,TX,South,West South Central,1999-01-01,149.37,38690,Mid-low Income,683347400000,20044141
Texas,TX,South,West South Central,2000-01-01,158.94,38610,Mid-low Income,742161500000,20944499
Texas,TX,South,West South Central,2001-01-01,170.6,40860,Mid-low Income,780206200000,21319622
Texas,TX,South,West South Central,2002-01-01,176.6,40150,Mid-low Income,796357300000,21690325
Texas,TX,South,West South Central,2003-01-01,183.64,39270,Mid-low Income,840860800000,22030931
Texas,TX,South,West South Central,2004-01-01,187.45,41400,Mid-low Income,921230700000,22394023
Texas,TX,South,West South Central,2005-01-01,194.1,41420,Low Income,1003745900000,22778123
Texas,TX,South,West South Central,2006-01-01,205.15,43310,Mid-low Income,1108236500000,23359580
Texas,TX,South,West South Central,2007-01-01,217.15,46050,Mid-low Income,1198565000000,23831983
Texas,TX,South,West South Central,2008-01-01,224.43,46490,Mid-low Income,1253142000000,24309039
Texas,TX,South,West South Central,2009-01-01,227.4,47480,Mid-low Income,1179168100000,24801761
Texas,TX,South,West South Central,2010-01-01,221.68,47270,Mid-low Income,1255660800000,25241897
Texas,TX,South,West South Central,2011-01-01,218.99,49050,Mid-low Income,1351776900000,25645504
Texas,TX,South,West South Central,2012-01-01,219.87,51930,Mid-high Income,1429588000000,26084120
Texas,TX,South,West South Central,2013-01-01,226.59,51410,Mid-low Income,1526781900000,26479646
Texas,TX,South,West South Central,2014-01-01,241.24,53880,Mid-low Income,1592177600000,26963092
Texas,TX,South,West South Central,2015-01-01,258.62,56470,Mid-high Income,1585985900000,27468531
Texas,TX,South,West South Central,2016-01-01,276.98,58150,Mid-high Income,1582981500000,27914064
Texas,TX,South,West South Central,2017-01-01,296.68,60090,Mid-high Income,1667313000000,28291024
Texas,TX,South,West South Central,2018-01-01,316.99,59790,Mid-low Income,1808026900000,28624564
Texas,TX,South,West South Central,2019-01-01,333.09,67440,Mid-low Income,1860108300000,28986794
Texas,TX,South,West South Central,2020-01-01,349.29,68400,Mid-high Income,1798596100000,29234361
Texas,TX,South,West South Central,2021-01-01,374.1,67400,Mid-low Income,2087490900000,29561286
Texas,TX,South,West South Central,2022-01-01,459.12,74640,Mid-high Income,2402137200000,30029848
Utah,UT,West,Mountain,1997-01-01,218.03,42780,High Income,57812000000,2065397
Utah,UT,West,Mountain,1998-01-01,230.12,44300,High Income,62070100000,2100562
Utah,UT,West,Mountain,1999-01-01,238.08,46050,High Income,65773399999,2129836
Utah,UT,West,Mountain,2000-01-01,236.58,47550,High Income,70056300000,2244502
Utah,UT,West,Mountain,2001-01-01,247.84,47340,High Income,73042500000,2283715
Utah,UT,West,Mountain,2002-01-01,250.78,47860,High Income,76289400000,2324815
Utah,UT,West,Mountain,2003-01-01,255.42,49280,High Income,79504700000,2360137
Utah,UT,West,Mountain,2004-01-01,259.79,50870,High Income,86766700000,2401580
Utah,UT,West,Mountain,2005-01-01,275.71,54810,High Income,95512000000,2457719
Utah,UT,West,Mountain,2006-01-01,315.09,54630,High Income,106787100000,2525507
Utah,UT,West,Mountain,2007-01-01,366.84,53530,Mid-high Income,115180700000,2597746
Utah,UT,West,Mountain,2008-01-01,382.46,62540,High Income,116949200000,2663029
Utah,UT,West,Mountain,2009-01-01,361.28,58490,High Income,113834800000,2723421
Utah,UT,West,Mountain,2010-01-01,323.96,56700,High Income,118296300000,2775413
Utah,UT,West,Mountain,2011-01-01,306.07,55490,Mid-high Income,125137800000,2814797
Utah,UT,West,Mountain,2012-01-01,305.62,58340,High Income,129431400000,2854146
Utah,UT,West,Mountain,2013-01-01,318.56,61050,Mid-high Income,135344299999,2898773
Utah,UT,West,Mountain,2014-01-01,341.52,63380,High Income,142627700000,2938327
Utah,UT,West,Mountain,2015-01-01,359.53,66260,High Income,149762100000,2983626
Utah,UT,West,Mountain,2016-01-01,383.21,67480,High Income,159330600000,3044241
Utah,UT,West,Mountain,2017-01-01,412.81,69790,Mid-high Income,172075000000,3103540
Utah,UT,West,Mountain,2018-01-01,451.5,77070,High Income,186805700000,3155153
Utah,UT,West,Mountain,2019-01-01,490.83,84520,High Income,201285400000,3203383
Utah,UT,West,Mountain,2020-01-01,523.23,83990,High Income,205666300000,3283982
Utah,UT,West,Mountain,2021-01-01,587.6,87650,High Income,232125100000,3339284
Utah,UT,West,Mountain,2022-01-01,754.63,95800,High Income,256369900000,3381236
Vermont,VT,Northeast,New England,1997-01-01,225.05,35050,Mid-low Income,15443400000,588665
Vermont,VT,Northeast,New England,1998-01-01,228.76,39370,Mid-high Income,16197700000,590579
Vermont,VT,Northeast,New England,1999-01-01,235.19,41580,Mid-high Income,17314800000,593740
Vermont,VT,Northeast,New England,2000-01-01,250.32,39590,Mid-low Income,18492900000,609618
Vermont,VT,Northeast,New England,2001-01-01,268.79,40790,Mid-low Income,19467100000,612223
Vermont,VT,Northeast,New England,2002-01-01,289.86,43000,Mid-high Income,20383500000,615442
Vermont,VT,Northeast,New England,2003-01-01,307.71,43260,Mid-high Income,21398500000,617858
Vermont,VT,Northeast,New England,2004-01-01,342.16,47330,Mid-high Income,22986300000,619920
Vermont,VT,Northeast,New England,2005-01-01,393.9,50700,High Income,23763000000,621215
Vermont,VT,Northeast,New England,2006-01-01,436.38,51980,Mid-high Income,24507100000,622892
Vermont,VT,Northeast,New England,2007-01-01,458.66,47390,Mid-low Income,25025200000,623481
Vermont,VT,Northeast,New England,2008-01-01,463.59,50710,Mid-high Income,26140400000,624151
Vermont,VT,Northeast,New England,2009-01-01,454.15,52320,Mid-high Income,26220000000,624817
Vermont,VT,Northeast,New England,2010-01-01,440.63,55930,High Income,27478300000,625886
Vermont,VT,Northeast,New England,2011-01-01,439.02,51860,Mid-high Income,28558500000,627197
Vermont,VT,Northeast,New England,2012-01-01,438.29,55580,Mid-high Income,29325600000,626361
Vermont,VT,Northeast,New England,2013-01-01,439.51,65510,High Income,29477600000,626603
Vermont,VT,Northeast,New England,2014-01-01,432.79,60710,Mid-high Income,30359400000,625693
Vermont,VT,Northeast,New England,2015-01-01,441.93,59490,Mid-high Income,31152400000,625810
Vermont,VT,Northeast,New England,2016-01-01,444.06,60840,Mid-high Income,31840200000,624366
Vermont,VT,Northeast,New England,2017-01-01,455.26,63680,Mid-high Income,32589200000,625132
Vermont,VT,Northeast,New England,2018-01-01,469.96,70070,Mid-high Income,33482600000,624802
Vermont,VT,Northeast,New England,2019-01-01,481.01,74310,Mid-high Income,34628100000,624046
Vermont,VT,Northeast,New England,2020-01-01,506.68,67260,Mid-low Income,34470800000,642936
Vermont,VT,Northeast,New England,2021-01-01,548.81,76080,Mid-high Income,37593500000,647093
Vermont,VT,Northeast,New England,2022-01-01,648.37,72190,Mid-low Income,40830800000,647110
Virginia,VA,South,South Atlantic,1997-01-01,202.84,42960,High Income,215419200000,6732878
Virginia,VA,South,South Atlantic,1998-01-01,209.06,43350,High Income,232569900000,6789225
Virginia,VA,South,South Atlantic,1999-01-01,216.08,45690,High Income,250171300000,6872912
Virginia,VA,South,South Atlantic,2000-01-01,229.38,47160,High Income,268608700000,7105817
Virginia,VA,South,South Atlantic,2001-01-01,248.4,50240,High Income,285663400000,7198362
Virginia,VA,South,South Atlantic,2002-01-01,268.6,49630,High Income,294929100000,7286873
Virginia,VA,South,South Atlantic,2003-01-01,291.45,54780,High Income,311093100000,7366977
Virginia,VA,South,South Atlantic,2004-01-01,323.64,51140,High Income,331815800000,7475575
Virginia,VA,South,South Atlantic,2005-01-01,384.63,51910,High Income,357427000000,7577105
Virginia,VA,South,South Atlantic,2006-01-01,447.77,57120,High Income,376429400000,7673725
